"item","num_strokes","radical","strokes","r_stroke","lexicality","level","CHRCount","logCHR","v1","v1_label"
"倚",10,"亻","撇,竖,横,撇,点,横,竖,横折,横,竖钩","撇,竖",1,1,85,1.9294,"",NA
"倜",10,"亻","撇,竖,撇,横折钩,横,竖,横,竖,横折,横","撇,竖",1,1,7,0.8451,"",NA
"倞",10,"亻","撇,竖,点,横,竖,横折,横,竖钩,撇,点","撇,竖",1,1,NA,NA,"",NA
"借",10,"亻","撇,竖,横,竖,竖,横,竖,横折,横,横","撇,竖",1,1,5113,3.7087,"",NA
"倡",10,"亻","撇,竖,竖,横折,横,横,竖,横折,横,横","撇,竖",1,1,109,2.0374,"",NA
"倥",10,"亻","撇,竖,点,点,横撇/横钩,撇,点,横,竖,横","撇,竖",1,1,NA,NA,"",NA
"倦",10,"亻","撇,竖,点,撇,横,横,撇,捺,横折钩,竖弯钩","撇,竖",1,1,937,2.9717,"",NA
"倨",10,"亻","撇,竖,横折,横,撇,横,竖,竖,横折,横","撇,竖",1,1,2,0.301,"",NA
"倩",10,"亻","撇,竖,横,横,竖,横,竖,横折钩,横,横","撇,竖",1,1,83,1.9191,"",NA
"倪",10,"亻","撇,竖,撇,竖,横,横折,横,横,撇,竖弯钩","撇,竖",1,1,41,1.6128,"",NA
"倬",10,"亻","撇,竖,竖,横,竖,横折,横,横,横,竖","撇,竖",1,1,1,0,"",NA
"倭",10,"亻","撇,竖,撇,横,竖,撇,捺,撇点,撇,横","撇,竖",1,1,7,0.8451,"",NA
"倮",10,"亻","撇,竖,竖,横折,横,横,横,竖,撇,捺","撇,竖",1,1,NA,NA,"",NA
"债",10,"亻","撇,竖,横,横,竖,横,竖,横折,撇,点","撇,竖",1,1,1180,3.0719,"",NA
"倻",10,"亻","撇,竖,横,竖,竖,横,横,提,横折折折钩/横撇弯钩,竖","撇,竖",1,1,NA,NA,"",NA
"值",10,"亻","撇,竖,横,竖,竖,横折,横,横,横,横","撇,竖",1,1,7459,3.8727,"规则小家族目标字",2
"倾",10,"亻","撇,竖,横,竖提,横,撇,竖,横折,撇,点","撇,竖",1,1,1781,3.2507,"",NA
"偃",11,"亻","撇,竖,横,竖,横折,横,横,撇点,撇,横,竖折/竖弯","撇,竖",1,1,1,0,"",NA
"假",11,"亻","撇,竖,横折,横,竖,横,横,横折,横,横撇/横钩,捺","撇,竖",1,1,12808,4.1075,"",NA
"偈",11,"亻","撇,竖,竖,横折,横,横,撇,横折钩,撇,点,竖折/竖弯","撇,竖",1,1,NA,NA,"",NA
"偌",10,"亻","撇,竖,横,竖,竖,横,撇,竖,横折,横","撇,竖",1,1,72,1.8573,"",NA
"偎",11,"亻","撇,竖,竖,横折,横,竖,横,横,竖提,撇,捺","撇,竖",1,1,45,1.6532,"",NA
"偏",11,"亻","撇,竖,点,横折,横,撇,竖,横折钩,横,竖,竖","撇,竖",1,1,2042,3.3101,"",NA
"偕",11,"亻","撇,竖,横,竖提,撇,竖弯钩,撇,竖,横折,横,横","撇,竖",1,1,49,1.6902,"",NA
"做",11,"亻","撇,竖,横,竖,竖,横折,横,撇,横,撇,捺","撇,竖",1,1,136328,5.1346,"",NA
"停",11,"亻","撇,竖,点,横,竖,横折,横,点,横撇/横钩,横,竖钩","撇,竖",1,1,19564,4.2915,"",NA
"健",10,"亻","撇,竖,横折,横,横,横,横,竖,横折折撇,捺","撇,竖",1,1,4146,3.6176,"规则小家族目标字",2
"偬",11,"亻","撇,竖,撇,横折钩,撇,撇,点,点,斜钩,点,点","撇,竖",1,1,NA,NA,"",NA
"偶",11,"亻","撇,竖,竖,横折,横,横,竖,横折钩,竖,提,点","撇,竖",1,1,4495,3.6527,"",NA
"偷",11,"亻","撇,竖,撇,捺,横,竖,横折钩,横,横,竖,竖钩","撇,竖",1,1,10591,4.0249,"",NA
"偻",11,"亻","撇,竖,点,撇,横,竖,撇,捺,撇点,撇,横","撇,竖",1,1,5,0.699,"",NA
"偾",11,"亻","撇,竖,横,竖,横,竖,竖,竖,横折,撇,点","撇,竖",1,1,NA,NA,"",NA
"偿",11,"亻","撇,竖,竖,点,撇,点,横撇/横钩,横,横,撇折,点","撇,竖",1,1,1696,3.2294,"",NA
"傀",11,"亻","撇,竖,撇,竖,横折,横,横,撇,竖弯钩,撇折,点","撇,竖",1,1,110,2.0414,"",NA
"傅",12,"亻","撇,竖,横,竖,横折,横,横,竖,点,横,竖钩,点","撇,竖",1,1,424,2.6274,"",NA
"傈",12,"亻","撇,竖,横,竖,横折,竖,竖,横,横,竖,撇,捺","撇,竖",1,1,NA,NA,"",NA
"傍",12,"亻","撇,竖,点,横,点,撇,点,横撇/横钩,点,横,横折钩,撇","撇,竖",1,1,132,2.1206,"",NA
"傕",12,"亻","撇,竖,点,横撇/横钩,撇,竖,点,横,横,横,竖,横","撇,竖",1,1,NA,NA,"",NA
"傣",12,"亻","撇,竖,横,横,横,撇,捺,竖钩,点,提,撇,点","撇,竖",1,1,49,1.6902,"",NA
"傥",12,"亻","撇,竖,竖,点,撇,点,横撇/横钩,竖,横折,横,撇,竖弯钩","撇,竖",1,1,NA,NA,"",NA
"傧",12,"亻","撇,竖,点,点,横撇/横钩,撇,竖,横,竖,横,撇,点","撇,竖",1,1,40,1.6021,"",NA
"储",12,"亻","撇,竖,点,横折提,横,竖,横,撇,竖,横折,横,横","撇,竖",1,1,1147,3.0596,"",NA
"傩",12,"亻","撇,竖,横撇/横钩,点,撇,竖,点,横,横,横,竖,横","撇,竖",1,1,NA,NA,"",NA
"催",13,"亻","撇,竖,竖,竖折/竖弯,竖,撇,竖,点,横,横,横,竖,横","撇,竖",1,1,914,2.9609,"规则小家族目标字",2
"傲",12,"亻","撇,竖,横,横,竖,横,横折钩,撇,撇,横,撇,捺","撇,竖",1,1,2748,3.439,"规则小家族目标字",2
"傺",13,"亻","撇,竖,撇,横撇/横钩,点,点,横撇/横钩,捺,横,横,竖钩,撇,点","撇,竖",1,1,NA,NA,"",NA
"傻",13,"亻","撇,竖,撇,竖,横折,撇,点,横,撇,点,撇,横撇/横钩,捺","撇,竖",1,1,7842,3.8944,"",NA
"像",13,"亻","撇,竖,撇,横撇/横钩,竖,横折,横,撇,弯钩,撇,撇,撇,捺","撇,竖",1,1,71186,4.8524,"",NA
"僖",14,"亻","撇,竖,横,竖,横,竖,横折,横,点,撇,横,竖,横折,横","撇,竖",1,1,NA,NA,"",NA
"僚",14,"亻","撇,竖,横,撇,捺,点,撇,竖,横折,横,横,竖钩,撇,点","撇,竖",1,1,289,2.4609,"",NA
"僦",14,"亻","撇,竖,点,横,竖,横折,横,竖钩,撇,点,横,撇,竖弯钩,点","撇,竖",1,1,NA,NA,"",NA
"僧",14,"亻","撇,竖,点,撇,竖,横折,竖,点,撇,横,竖,横折,横,横","撇,竖",1,1,153,2.1847,"",NA
"僬",14,"亻","撇,竖,撇,竖,点,横,横,横,竖,横,点,点,点,点","撇,竖",1,1,NA,NA,"",NA
"僭",14,"亻","撇,竖,横,撇折,撇,竖提,横,撇折,撇,竖弯钩,竖,横折,横,横","撇,竖",1,1,6,0.7782,"",NA
"僮",14,"亻","撇,竖,点,横,点,撇,横,竖,横折,横,横,竖,横,横","撇,竖",1,1,7,0.8451,"",NA
"僳",14,"亻","撇,竖,横,竖,横折,竖,竖,横,点,撇,横,竖,撇,捺","撇,竖",1,1,NA,NA,"",NA
"僵",15,"亻","撇,竖,横,竖,横折,横,竖,横,横,竖,横折,横,竖,横,横","撇,竖",1,1,990,2.9956,"",NA
"僻",15,"亻","撇,竖,横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖","撇,竖",1,1,243,2.3856,"",NA
"儆",14,"亻","撇,竖,横,竖,竖,撇,横折钩,竖,横折,横,撇,横,撇,捺","撇,竖",1,1,42,1.6232,"",NA
"儇",15,"亻","撇,竖,竖,横折,竖,竖,横,横,竖,横折,横,撇,竖提,撇,捺","撇,竖",1,1,NA,NA,"",NA
"儋",15,"亻","撇,竖,撇,横撇/横钩,横,撇,撇,点,点,横,横,横,竖,横折,横","撇,竖",1,1,NA,NA,"",NA
"儒",16,"亻","撇,竖,横,点,横撇/横钩,竖,点,点,点,点,横,撇,竖,横折钩,竖,竖","撇,竖",1,1,274,2.4378,"不规则大家族目标字",3
"儡",17,"亻","撇,竖,竖,横折,横,竖,横,竖,横折,横,竖,横,竖,横折,横,竖,横","撇,竖",1,1,110,2.0414,"",NA
"儿",2,"儿","撇,竖弯钩","撇,竖弯钩",1,1,105402,5.0228,"",NA
"兀",3,"儿","横,撇,竖弯钩","撇,竖弯钩",1,1,40,1.6021,"",NA
"允",4,"儿","撇折,点,撇,竖弯钩","撇,竖弯钩",1,1,2897,3.4619,"",NA
"元",4,"一","横,横,撇,竖弯钩","横",1,1,8765,3.9428,"",NA
"兄",5,"儿","竖,横折,横,撇,竖弯钩","撇,竖弯钩",1,1,14373,4.1575,"",NA
"充",6,"亠","点,横,撇折,点,撇,竖弯钩","点,横",1,1,4670,3.6693,"",NA
"兆",6,"儿","撇,点,提,竖弯钩,撇,点","撇,竖弯钩",1,1,718,2.8561,"",NA
"先",6,"儿","撇,横,竖,横,撇,竖弯钩","撇,竖弯钩",1,1,71253,4.8528,"",NA
"光",6,"儿","竖,点,撇,横,撇,竖弯钩","撇,竖弯钩",1,1,17286,4.2377,"",NA
"克",7,"十","横,竖,竖,横折,横,撇,竖弯钩","横,竖",1,1,53663,4.7297,"",NA
"免",7,"刀","撇,横撇/横钩,竖,横折,横,撇,竖弯钩","撇,横撇/横钩",1,1,6707,3.8265,"",NA
"兑",7,"丷","点,撇,竖,横折,横,撇,竖弯钩","点,撇",1,1,387,2.5877,"",NA
"兔",8,"刀","撇,横撇/横钩,竖,横折,横,撇,竖弯钩,点","撇,横撇/横钩",1,1,1452,3.162,"",NA
"兕",7,"儿","竖,横折折/横折弯,竖,横折,横,撇,竖弯钩","撇,竖弯钩",1,1,1,0,"",NA
"兖",8,"亠","点,横,撇,点,撇折,点,撇,竖弯钩","点,横",1,1,NA,NA,"",NA
"党",10,"儿","竖,点,撇,点,横撇/横钩,竖,横折,横,撇,竖弯钩","撇,竖弯钩",1,1,1985,3.2978,"",NA
"兜",11,"儿","撇,竖,横折,横,横,撇,竖提,横折,横,撇,竖弯钩","撇,竖弯钩",1,1,843,2.9258,"",NA
"兢",14,"儿","横,竖,竖,横折,横,撇,竖提,横,竖,竖,横折,横,撇,竖弯钩","撇,竖弯钩",1,1,82,1.9138,"",NA
"入",2,"入","撇,捺","撇,捺",1,1,24269,4.3851,"",NA
"全",6,"入","撇,捺,横,横,竖,横","撇,捺",1,1,47545,4.6771,"",NA
"八",2,"八","撇,捺","撇,捺",1,1,6222,3.7939,"",NA
"公",4,"八","撇,捺,撇折,点","撇,捺",1,1,39292,4.5943,"",NA
"六",4,"八","点,横,撇,点","撇,点",1,1,7439,3.8715,"",NA
"兮",4,"八","撇,捺,横,竖折折钩","撇,捺",1,1,628,2.798,"",NA
"兰",5,"丷","点,撇,横,横,横","点,撇",1,1,12472,4.0959,"",NA
"共",6,"八","横,竖,竖,横,撇,点","撇,点",1,1,7769,3.8904,"",NA
"关",6,"丷","点,撇,横,横,撇,捺","点,撇",1,1,55693,4.7458,"",NA
"兴",6,"八","点,点,撇,横,撇,点","撇,点",1,1,24438,4.3881,"",NA
"兵",7,"八","撇,竖,横,竖,横,撇,点","撇,点",1,1,4945,3.6942,"",NA
"其",8,"八","横,竖,竖,横,横,横,撇,点","撇,点",1,1,36285,4.5597,"",NA
"具",8,"八","竖,横折,横,横,横,横,撇,点","撇,点",1,1,8138,3.9105,"",NA
"典",8,"八","竖,横折,横,竖,竖,横,撇,点","撇,点",1,1,3276,3.5153,"",NA
"兹",9,"丷","点,撇,横,撇折,撇折,点,撇折,撇折,点","点,撇",1,1,3109,3.4926,"",NA
"养",9,"丷","点,撇,横,横,横,撇,捺,撇,竖","点,撇",1,1,7312,3.864,"",NA
"兼",10,"丷","点,撇,横,横折,横,横,竖,竖,撇,捺","点,撇",1,1,696,2.8426,"",NA
"兽",11,"丷","点,撇,竖,横折,横,竖,横,横,竖,横折,横","点,撇",1,1,2168,3.3361,"",NA
"冀",16,"八","竖,横,提,撇,竖弯钩,竖,横折,横,竖,横,横,竖,竖,横,撇,点","撇,点",1,1,21,1.3222,"",NA
"冁",18,"丷","点,撇,竖,横折,横,横,横,竖,横折,横,撇,横,竖,竖,横,竖提,撇,捺","点,撇",1,1,NA,NA,"",NA
"内",4,"冂","竖,横折钩,撇,点","竖,横折钩",1,1,19071,4.2804,"",NA
"冈",4,"冂","竖,横折钩,撇,点","竖,横折钩",1,1,526,2.721,"",NA
"冉",5,"冂","竖,横折钩,竖,横,横","竖,横折钩",1,1,54,1.7324,"",NA
"册",5,"丿","撇,横折钩,撇,横折钩,横","撇",1,1,1372,3.1374,"",NA
"再",6,"冂","横,竖,横折钩,竖,横,横","竖,横折钩",1,1,78039,4.8923,"",NA
"冏",7,"冂","竖,横折钩,撇,点,竖,横折,横","竖,横折钩",1,1,NA,NA,"",NA
"冒",9,"冂","竖,横折,横,横,竖,横折,横,横,横","竖,横折",1,1,5729,3.7581,"",NA
"冕",11,"冂","竖,横折,横,横,撇,横撇/横钩,竖,横折,横,撇,竖弯钩","竖,横折",1,1,211,2.3243,"",NA
"冗",4,"冖","点,横撇/横钩,撇,横折弯钩/横斜钩","点,横撇/横钩",1,1,66,1.8195,"",NA
"写",5,"冖","点,横撇/横钩,横,竖折折钩,横","点,横撇/横钩",1,1,16083,4.2064,"",NA
"军",6,"冖","点,横撇/横钩,横,撇折,横,竖","点,横撇/横钩",1,1,15516,4.1908,"",NA
"农",6,"冖","点,横撇/横钩,撇,竖提,撇,捺","点,横撇/横钩",1,1,2255,3.3531,"",NA
"冠",9,"冖","点,横撇/横钩,横,横,撇,竖弯钩,横,竖钩,点","点,横撇/横钩",1,1,2997,3.4767,"",NA
"冢",10,"冖","点,横撇/横钩,横,撇,弯钩,撇,撇,点,撇,捺","点,横撇/横钩",1,1,8,0.9031,"",NA
"冤",10,"冖","点,横撇/横钩,撇,横撇/横钩,竖,横折,横,撇,竖弯钩,点","点,横撇/横钩",1,1,322,2.5079,"",NA
"冥",10,"冖","点,横撇/横钩,竖,横折,横,横,点,横,撇,点","点,横撇/横钩",1,1,467,2.6693,"",NA
"冬",5,"夂","撇,横撇/横钩,捺,点,点","撇,横撇/横钩,捺",1,1,1099,3.041,"",NA
"冯",5,"冫","点,提,横折,竖折折钩,横","点,提",1,1,129,2.1106,"",NA
"冰",6,"冫","点,提,竖钩,横撇/横钩,撇,捺","点,提",1,1,6145,3.7885,"",NA
"冱",6,"冫","点,提,横,撇折,横撇/横钩,横","点,提",1,1,NA,NA,"",NA
"冲",6,"冫","点,提,竖,横折,横,竖","点,提",1,1,7521,3.8763,"",NA
"决",6,"冫","点,提,横折,横,撇,捺","点,提",1,1,22798,4.3579,"",NA
"况",7,"冫","点,提,竖,横折,横,撇,竖弯钩","点,提",1,1,13269,4.1228,"",NA
"冶",7,"冫","点,提,撇折,点,竖,横折,横","点,提",1,1,18,1.2553,"",NA
"冷",7,"冫","点,提,撇,捺,点,横撇/横钩,点","点,提",1,1,9199,3.9637,"",NA
"冻",7,"冫","点,提,横,撇折,竖钩,撇,点","点,提",1,1,1620,3.2095,"",NA
"冼",8,"冫","点,提,撇,横,竖,横,撇,竖弯钩","点,提",1,1,1,0,"",NA
"冽",8,"冫","点,提,横,撇,横撇/横钩,点,竖,竖钩","点,提",1,1,11,1.0414,"",NA
"净",8,"冫","点,提,撇,横撇/横钩,横折,横,横,竖钩","点,提",1,1,3065,3.4864,"",NA
"凄",10,"冫","点,提,横,横折,横,横,竖,撇点,撇,横","点,提",1,1,121,2.0828,"",NA
"准",10,"冫","点,提,撇,竖,点,横,横,横,竖,横","点,提",1,1,30289,4.4813,"",NA
"凇",10,"冫","点,提,横,竖,撇,点,撇,捺,撇折,点","点,提",1,1,NA,NA,"",NA
"凉",10,"冫","点,提,点,横,竖,横折,横,竖钩,撇,点","点,提",1,1,1023,3.0099,"",NA
"凋",10,"冫","点,提,撇,横折钩,横,竖,横,竖,横折,横","点,提",1,1,68,1.8325,"",NA
"凌",10,"冫","点,提,横,竖,横,撇,点,撇,横撇/横钩,捺","点,提",1,1,1313,3.1183,"",NA
"减",11,"冫","点,提,横,撇,横,竖,横折,横,斜钩,撇,点","点,提",1,1,2748,3.439,"",NA
"凑",11,"冫","点,提,横,横,横,撇,捺,横,横,撇,点","点,提",1,1,675,2.8293,"",NA
"凛",15,"冫","点,提,点,横,竖,横折,竖,横折,横,横,横,横,竖钩,撇,点","点,提",1,1,24,1.3802,"",NA
"凝",16,"冫","点,提,撇,竖弯钩,撇,横,横,撇,点,横撇/横钩,点,横撇/横钩,竖,横,撇,捺","点,提",1,1,533,2.7267,"",NA
"几",2,"几","撇,横折弯钩/横斜钩","撇,横折弯钩/横斜钩",1,1,29152,4.4647,"",NA
"凡",3,"几","撇,横折弯钩/横斜钩,点","撇,横折弯钩/横斜钩",1,1,1875,3.273,"",NA
"凤",4,"几","撇,横折弯钩/横斜钩,横撇/横钩,点","撇,横折弯钩/横斜钩",1,1,478,2.6794,"",NA
"凫",6,"几","撇,横折钩,点,竖折折钩,撇,横折弯钩/横斜钩","撇,横折弯钩/横斜钩",1,1,1,0,"",NA
"凭",8,"几","撇,竖,撇,横,竖,横,撇,横折弯钩/横斜钩","撇,横折弯钩/横斜钩",1,1,1820,3.2601,"",NA
"凯",8,"几","竖,竖折/竖弯,竖,横折,横,竖提,撇,横折弯钩/横斜钩","撇,横折弯钩/横斜钩",1,1,7371,3.8675,"",NA
"凰",11,"几","撇,横折弯钩/横斜钩,撇,竖,横折,横,横,横,横,竖,横","撇,横折弯钩/横斜钩",1,1,311,2.4928,"",NA
"凳",14,"几","横撇/横钩,点,撇,撇,捺,横,竖,横折,横,点,撇,横,撇,横折弯钩/横斜钩","撇,横折弯钩/横斜钩",1,1,402,2.6042,"",NA
"凶",4,"凵","撇,点,竖折/竖弯,竖","竖折/竖弯,竖",1,1,6967,3.843,"",NA
"凸",5,"凵","竖,横,竖,横折折折,横","竖折/竖弯,竖",1,1,109,2.0374,"",NA
"凹",5,"凵","竖,横折折/横折弯,竖,横折,横","竖折/竖弯,竖",1,1,150,2.1761,"",NA
"出",5,"凵","竖折/竖弯,竖,竖,竖折/竖弯,竖","竖折/竖弯,竖",1,1,129404,5.1119,"",NA
"击",5,"凵","横,横,竖,竖折/竖弯,竖","竖折/竖弯,竖",1,1,16918,4.2283,"",NA
"凼",6,"凵","竖钩,横撇/横钩,撇,点,竖折/竖弯,竖","竖折/竖弯,竖",1,1,NA,NA,"",NA
"函",8,"凵","横撇/横钩,竖钩,点,提,撇,点,竖折/竖弯,竖","竖折/竖弯,竖",1,1,206,2.3139,"",NA
"凿",12,"凵","竖,竖,点,撇,横,点,撇,横,横,竖,竖折/竖弯,竖","竖折/竖弯,竖",1,1,268,2.4281,"",NA
"刀",2,"刀","横折钩,撇","横折钩,撇",1,1,4999,3.6989,"",NA
"刁",2,"刀","横折钩,提","横折钩,提",1,1,77,1.8865,"",NA
"刃",3,"刀","横折钩,撇,点","横折钩,撇",1,1,265,2.4232,"",NA
"分",4,"刀","撇,捺,横折钩,撇","横折钩,撇",1,1,48396,4.6848,"",NA
"切",4,"刀","横,竖提,横折钩,撇","横折钩,撇",1,1,28202,4.4503,"",NA
"刈",4,"刂","撇,点,竖,竖钩","竖,竖钩",1,1,NA,NA,"",NA
"刊",5,"刂","横,横,竖,竖,竖钩","竖,竖钩",1,1,604,2.781,"",NA
"刍",5,"刀","撇,横撇/横钩,横折,横,横","撇,横撇/横钩",1,1,19,1.2788,"",NA
"刎",6,"刂","撇,横折钩,撇,撇,竖,竖钩","竖,竖钩",1,1,5,0.699,"",NA
"刑",6,"刂","横,横,撇,竖,竖,竖钩","竖,竖钩",1,1,2801,3.4473,"",NA
"划",6,"刂","横,斜钩,撇,点,竖,竖钩","竖,竖钩",1,1,11871,4.0745,"",NA
"刖",6,"刂","撇,横折钩,横,横,竖,竖钩","竖,竖钩",1,1,NA,NA,"",NA
"列",6,"刂","横,撇,横撇/横钩,点,竖,竖钩","竖,竖钩",1,1,4646,3.6671,"",NA
"刘",6,"刂","点,横,撇,点,竖,竖钩","竖,竖钩",1,1,448,2.6513,"",NA
"则",6,"刂","竖,横折,撇,点,竖,竖钩","竖,竖钩",1,1,8312,3.9197,"",NA
"刚",6,"刂","竖,横折钩,撇,点,竖,竖钩","竖,竖钩",1,1,31325,4.4959,"规则小家族目标字",2
"创",6,"刂","撇,点,横折钩,竖弯钩,竖,竖钩","竖,竖钩",1,1,4667,3.669,"",NA
"初",7,"刀","点,横撇/横钩,竖,撇,点,横折钩,撇","横折钩,撇",1,1,3740,3.5729,"",NA
"删",7,"刂","撇,横折钩,撇,横折钩,横,竖,竖钩","竖,竖钩",1,1,531,2.7251,"",NA
"判",7,"刂","点,撇,横,横,撇,竖,竖钩","竖,竖钩",1,1,5960,3.7752,"",NA
"刨",7,"刂","撇,横折钩,横折,横,竖弯钩,竖,竖钩","竖,竖钩",1,1,92,1.9638,"",NA
"利",7,"刂","撇,横,竖,撇,点,竖,竖钩","竖,竖钩",1,1,32917,4.5174,"",NA
"别",7,"刂","竖,横折,横,横折钩,撇,竖,竖钩","竖,竖钩",1,1,102034,5.0087,"",NA
"刭",7,"刂","横撇/横钩,点,横,竖,提,竖,竖钩","竖,竖钩",1,1,NA,NA,"",NA
"刮",8,"刂","撇,横,竖,竖,横折,横,竖,竖钩","竖,竖钩",1,1,920,2.9638,"",NA
"到",8,"刂","横,撇折,点,横,竖,提,竖,竖钩","竖,竖钩",1,1,290231,5.4627,"",NA
"刳",8,"刂","横,撇,点,横,横,竖折折钩,竖,竖钩","竖,竖钩",1,1,9,0.9542,"",NA
"制",8,"刂","撇,横,横,竖,横折钩,竖,竖,竖钩","竖,竖钩",1,1,16519,4.218,"",NA
"刷",8,"刂","横折,横,撇,竖,横折钩,竖,竖,竖钩","竖,竖钩",1,1,1394,3.1443,"",NA
"券",8,"刀","点,撇,横,横,撇,捺,横折钩,撇","横折钩,撇",1,1,663,2.8215,"",NA
"刹",8,"刂","撇,点,横,竖钩,撇,点,竖,竖钩","竖,竖钩",1,1,533,2.7267,"",NA
"刺",8,"刂","横,竖,横折钩,竖,撇,点,竖,竖钩","竖,竖钩",1,1,4820,3.683,"",NA
"刻",8,"刂","点,横,撇折,撇,撇,点,竖,竖钩","竖,竖钩",1,1,9844,3.9932,"",NA
"刽",8,"刂","撇,点,横,横,撇折,点,竖,竖钩","竖,竖钩",1,1,81,1.9085,"",NA
"刿",8,"刂","竖,竖折/竖弯,竖,撇,横撇/横钩,点,竖,竖钩","竖,竖钩",1,1,NA,NA,"",NA
"剀",8,"刂","竖,竖折/竖弯,竖,横折,横,竖提,竖,竖钩","竖,竖钩",1,1,NA,NA,"",NA
"剁",8,"刂","撇,横折折/横折弯,横,竖,撇,点,竖,竖钩","竖,竖钩",1,1,111,2.0453,"",NA
"剂",8,"刂","点,横,撇,点,撇,竖,竖,竖钩","竖,竖钩",1,1,2915,3.4646,"",NA
"剃",9,"刂","点,撇,横折,横,竖折折钩,竖,撇,竖,竖钩","竖,竖钩",1,1,423,2.6263,"",NA
"削",9,"刂","竖,点,撇,竖,横折钩,横,横,竖,竖钩","竖,竖钩",1,1,437,2.6405,"",NA
"剋",9,"刂","横,竖,竖,横折,横,撇,竖弯钩,竖,竖钩","竖,竖钩",1,1,6,0.7782,"",NA
"剌",9,"刂","横,竖,横折,横,竖,撇,点,竖,竖钩","竖,竖钩",1,1,55,1.7404,"",NA
"前",9,"刂","点,撇,横,竖,横折钩,横,横,竖,竖钩","竖,竖钩",1,1,75236,4.8764,"",NA
"剐",9,"刂","竖,横折,横,竖,横折钩,撇,点,竖,竖钩","竖,竖钩",1,1,24,1.3802,"",NA
"剑",9,"刂","撇,点,横,点,点,撇,提,竖,竖钩","竖,竖钩",1,1,1538,3.187,"",NA
"剔",10,"刂","竖,横折,横,横,撇,横折钩,撇,撇,竖,竖钩","竖,竖钩",1,1,312,2.4942,"",NA
"剖",10,"刂","点,横,点,撇,横,竖,横折,横,竖,竖钩","竖,竖钩",1,1,509,2.7067,"",NA
"剜",10,"刂","点,点,横撇/横钩,撇,横撇/横钩,点,横折钩,竖提,竖,竖钩","竖,竖钩",1,1,9,0.9542,"",NA
"剞",10,"刂","横,撇,点,横,竖,横折,横,竖钩,竖,竖钩","竖,竖钩",1,1,NA,NA,"",NA
"剡",10,"刂","点,撇,撇,点,点,撇,撇,点,竖,竖钩","竖,竖钩",1,1,NA,NA,"",NA
"剥",10,"刂","横折,横,横,竖钩,点,提,撇,点,竖,竖钩","竖,竖钩",1,1,743,2.871,"",NA
"剧",10,"刂","横折,横,撇,横,竖,竖,横折,横,竖,竖钩","竖,竖钩",1,1,8407,3.9246,"",NA
"剩",12,"刂","撇,横,竖,竖,横,提,撇,竖弯钩,撇,点,竖,竖钩","竖,竖钩",1,1,5308,3.7249,"",NA
"剪",11,"刀","点,撇,横,竖,横折钩,横,横,竖,竖钩,横折钩,撇","横折钩,撇",1,1,2064,3.3147,"",NA
"副",11,"刂","横,竖,横折,横,竖,横折,横,竖,横,竖,竖钩","竖,竖钩",1,1,3750,3.574,"",NA
"割",12,"刂","点,点,横撇/横钩,横,横,横,竖,竖,横折,横,竖,竖钩","竖,竖钩",1,1,1534,3.1858,"",NA
"剽",13,"刂","横,竖,横折,竖,竖,横,横,横,竖钩,撇,点,竖,竖钩","竖,竖钩",1,1,91,1.959,"",NA
"剿",13,"刂","撇点,撇点,撇点,竖,横折,横,横,横,竖,撇,点,竖,竖钩","竖,竖钩",1,1,21,1.3222,"",NA
"劁",14,"刂","撇,竖,点,横,横,横,竖,横,点,点,点,点,竖,竖钩","竖,竖钩",1,1,NA,NA,"",NA
"劂",14,"刂","横,撇,点,撇,横,竖折/竖弯,竖,撇,撇,横撇/横钩,撇,点,竖,竖钩","竖,竖钩",1,1,NA,NA,"",NA
"劄",14,"刂","撇,横,点,撇,横,点,撇,点,横,竖,横折,横,竖,竖钩","竖,竖钩",1,1,NA,NA,"",NA
"劈",15,"刀","横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖,横折钩,撇","横折钩,撇",1,1,217,2.3365,"",NA
"劐",15,"刂","横,竖,竖,撇,竖,点,横,横,横,竖,横,横撇/横钩,点,竖,竖钩","竖,竖钩",1,1,NA,NA,"",NA
"劓",16,"刂","撇,竖,横折,横,横,横,竖,横折,横,竖,横,横,撇,竖,竖,竖钩","竖,竖钩",1,1,NA,NA,"",NA
"力",2,"力","横折钩,撇","横折钩,撇",1,1,44859,4.6518,"",NA
"劝",4,"力","横撇/横钩,点,横折钩,撇","横折钩,撇",1,1,871,2.94,"",NA
"办",4,"力","横折钩,撇,点,点","横折钩,撇",1,1,28706,4.458,"",NA
"功",5,"力","横,竖,提,横折钩,撇","横折钩,撇",1,1,9452,3.9755,"",NA
"加",5,"力","横折钩,撇,竖,横折,横","横折钩,撇",1,1,38160,4.5816,"",NA
"务",5,"力","撇,横撇/横钩,捺,横折钩,撇","横折钩,撇",1,1,13515,4.1308,"",NA
"劢",5,"力","横,横折钩,撇,横折钩,撇","横折钩,撇",1,1,NA,NA,"",NA
"劣",6,"力","竖,撇,点,撇,横折钩,撇","横折钩,撇",1,1,646,2.8102,"",NA
"动",6,"力","横,横,撇折,点,横折钩,撇","横折钩,撇",1,1,49274,4.6926,"",NA
"助",7,"力","竖,横折,横,横,提,横折钩,撇","横折钩,撇",1,1,16435,4.2158,"",NA
